"company","product_type","product_name","product_description","insurance_type","discovered_place"
"Hong Leong Assurance","TBD (CI/Medical/H&P)","Junior CI Care","Rider | Available via Life Advisor
Protect your child against 16 juvenile critical illnesses and auto-extend to 48 critical illnesses once your child reaches age 16. Also comes with hospitalisation benefits.
Critical Illness ProtectionIncome Replacement","Life Insurance","Insurer"
"Hong Leong Assurance","TBD (CI/Medical/H&P)","Lady Shield Rider","Rider | Available via Life Advisor
Specially designed for ladies to protect against cancer, female-specific illnesses and many more. Options to enhance the plan with pregnancy care and maternity benefits.
Lady ProtectionCritical Illness ProtectionIncome Replacement","Life Insurance","Insurer"
"Hong Leong Assurance","Life","Secure100","Non-Participating | Available via Life Advisor
Keep yourself secure with guaranteed lifetime financial protection up to age 100 with multiple payment choices that cater to your own preferences.
Life ProtectionLegacy PlanningDisability Protection","Life Insurance","Insurer"
"Hong Leong Assurance","Life","Term Cover 10","Non-Participating | Available via Online
10-year life protection plan up to RM500,000 with the option to convert or renew without underwriting. Available online.
Life ProtectionDisability ProtectionAffordable Starter Plan","Life Insurance","Insurer"
"Hong Leong Assurance","Life","Total Cover Package","Non-Participating | Available via Online
10-year insurance combo that covers life, critical illness and hospitalisation income, with the option to renew without underwriting. Available online.
Life ProtectionDisability ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance","Insurer"
"Liberty","H&P","AmDrive Plus","Our Protection extends to all on board","General Insurance","Bank"
"Liberty","H&P","AmPro PA Plus","Enhanced protection coverage for me and my loved ones ","General Insurance","Bank"
"Liberty","H&P","AmStyle Guard","Protect that lifestyle you’ve worked hard for ","General Insurance","Bank"
"Liberty","H&P","CASA Snatch Theft PA","Personal Accident with additional plan","General Insurance","Bank"
"Liberty","Fire","Fire Insurance","Get your property covered against fire-related financial losses","General Insurance","Bank"
"Liberty","Fire","Fire365 ","More than just fire protection at a great price","General Insurance","Bank"
"Liberty","Misc.","Flexi SME 365","Get the most flexible protection to match your business needs ","General Insurance","Bank"
"Liberty","Home","Household Guard","Securing my home.Affordable insurance forhome contents and more","General Insurance","Bank"
"Liberty","Home","Householder Plus","A specially tailored insurancecoverage for your householdgoods and personal effects","General Insurance","Bank"
"Liberty","Home","Houseowner & Householder","Better protectionfor happier homes ","General Insurance","Bank"
"Liberty","Travel","Kurnia Travel Supreme","Enjoy worry-free travel with our extensive cover","General Insurance","Bank"
"Liberty","H&P","Right Cover Plus PA","Give your loved ones the best protection they deserve","General Insurance","Bank"
"Liberty","Motor","auto365 Comprehensive Plus","Super value smarter choice. A more comprehensive protection with everything you need","General Insurance","Bank"
"Liberty","Motor","auto365 Comprehensive Premier","Our ultimate protectionjust got better","General Insurance","Bank"
"Manulife","Critical Illness","Advance Beyond Critical Cover","Comprehensive critical illness plan that provides H.O.P.E. and financial confidence","Life Insurance","Insurer"
"Manulife","Critical Illness","Beyond Critical Cover (BCC) Series + BCC Booster","Elevate your protection with the perfect combination of coverage that goes above and beyond","Life Insurance","Insurer"
"Manulife","Savings","Elite Income 88","Make Your Vision a Reality","Life Insurance","Insurer"
"Manulife","Life, Investment","Elite Life Guard 2","Protection at every stage of your life.","Life Insurance","Insurer"
"Manulife","Life, Investment","EliteLife Signature Legacy","Build A Lifelong Legacy For Generations To Come","Life Insurance","Insurer"
"Manulife","Savings","EliteLife Signature Saver","Managing Your Wealth Today For A More Secure Future","Life Insurance","Insurer"
"Manulife","Critical Illness","ManuEZ-CI","A plan that provides you coverage for 5 common critical illnesses.","Life Insurance","Insurer"
"Manulife","Medical","ManuEZ-Med","Get yourself a medical card from as low as RM2 a day with no medical checkup required!","Life Insurance","Insurer"
"Manulife","Investment","ManuLink Essential/ManuLink Essential Plus","Protection in every step of life’s journey","Life Insurance","Insurer"
"Manulife","Investment","ManuLink Premier","Enjoy dual benefits of wealth and protection","Life Insurance","Insurer"
"Manulife","Investment","ManuLink Wealth","Keeping you on course for your future","Life Insurance","Insurer"
"Manulife","Life","ManuProtect","An affordable life insurance plan to protect your family’s future.","Life Insurance","Insurer"
"Manulife","Savings","ManuSecure Series","Build your wealth for a financially secure future.","Life Insurance","Insurer"
"Manulife","Life","ManuTerm","Life insurance coverage for a stipulated number of years at the lowest outlay.","Life Insurance","Insurer"
"Manulife","Life","ManuWhole Life","Provides life-time insurance protection at affordable premiums.","Life Insurance","Insurer"
"Manulife","Investment","Manulife Asset Shield","Ensuring your assets are taken care of during life’s uncertainties","Life Insurance","Insurer"
"Manulife","Critical Illness","Manulife Easy 5","A simple critical illness plan to get you started","Life Insurance","Insurer"
"Manulife","Medical","Manulife Health Saver Benefit + MHSB Booster","A medical plan that provides you with enhanced coverage on top of 30% discount from the very start","Life Insurance","Insurer"
"Manulife","Medical","Manulife MediShield","Getting my first medical protection is vital","Life Insurance","Insurer"
"Manulife","Critical Illness","Manulife Precious Gift","Cherish your precious moment with an early protection plan","Life Insurance","Insurer"
"Manulife","Savings","Manulife Universal Saver","Celebrate life milestones with confidence","Life Insurance","Insurer"
"Manulife","Investment","Manulife Value Enhancer","A unique plan that gives you the opportunity to enhance your life protection at all times","Life Insurance","Insurer"
"Manulife","Investment","Signature Heirloom (VII)","Securing your legacy for generations to come","Life Insurance","Insurer"
"Prudential","TBD (CI/H&P/Medical)","Cancer Plan","Protects the life savings you’ve worked so hard to earn from being depleted due to the costly medical bills of cancer treatments","Family Takaful","Insurer"
"Prudential","TBD (CI/H&P/Medical)","Cancer Protector","You can add this rider to your basic takaful plan to protect your savings from the hefty cost of cancer treatments.","Family Takaful","Insurer"
"Prudential","TBD (CI/H&P/Medical)","Crisis Protector","You can add this rider to your basic takaful plan, which pays an additional sum covered upon diagnosis of critical illness before the expiry age.","Family Takaful","Insurer"
"Prudential","TBD (CI/H&P/Medical)","Crisis Shield","Shields you from the incredible costs of medical treatment you need","Family Takaful","Insurer"
"Prudential","TBD (CI/H&P/Medical)","Health Protector","This medical rider provides the financial support you need for healthcare, regardless of hospitalisation and surgery or selected outpatient treatment.","Family Takaful","Insurer"
"Prudential","Investment","Legacy Plans","Prepare yourself and your family for a fulfilling future.","Life Insurance","Insurer"
"Prudential","Life","Lindungi","This takaful plan offers coverage on Death and Total & Permanent Disability (TPD) and ensures your family's protection if an unfortunate event happens to you.","Family Takaful","Insurer"
"Prudential","TBD (CI/H&P/Medical)","Medic Plan","Keeps you secured for major medical expenses in a few clicks","Family Takaful","Insurer"
"Prudential","TBD (CI/H&P/Medical)","Medic TotalCare","Provides a wide range of hospitalisation and medical treatment coverage to take care of your healthcare needs, including extensive cancer coverage, advanced medical treatment, and mental health care, as well as various outpatient treatment benefits and other unique value-added benefits.","Family Takaful","Insurer"
"Prudential","TBD","PRUCare Family","Exclusively for EPF members

Get coverage against 43 critical illnesses and Death for you and your family from as low as RM16.30 a year* per covered member through i-Lindung using your EPF funds.

Download Flyer
*Terms and conditions apply.","Life Insurance","Insurer"
"Prudential","TBD","PRUCare Life","Exclusively for EPF members

From as low as RM8.40/year*, you can focus on your recovery without worrying about your finances. Use your EPF funds to get protection from 43 critical illnesses and dengue through i-Lindung. Sign up via your EPF i-Akaun without the need for a medical check-up!

*Terms and conditions apply","Life Insurance","Insurer"
"Prudential","Life, Medical, H&P","PRUFirst","Your comprehensive first plan. A coverage plan that covers Medical, Accident, Life, Payor and more!



中文点击这里


","Life Insurance","Insurer"
"Prudential","TBD","PRUGuard Family","Exclusively for EPF members

Get coverage for Death and Total & Permanent Disability (TPD) for you and your family from as low as RM13.80 a year* per covered member through i-Lindung using your EPF funds. On top of that, you can get up to 3 times the coverage upon accidental Death.

Download Flyer

*Terms and conditions apply.","Life Insurance","Insurer"
"Prudential","TBD","PRUGuard Life","Exclusively for EPF members

From as low as RM10.40/year*, secure your loved ones’ future with life insurance that covers Death and Total & Permanent Disability (TPD) using your EPF funds.

*Terms and conditions apply","Life Insurance","Insurer"
"Prudential","Critical Illness","PRUMan & PRULady","Gender-specific critical illness plans uniquely designed for every man and woman.​","Life Insurance","Insurer"
"Prudential","Medical","PRUMillion Med 2.0","Boost your confidence with enhanced coverage to your protection.

中文点击这里
","Life Insurance","Insurer"
"Prudential","Medical","PRUMillion Med Active","The medical plan that lets you pay less when you claim less, without compromising on your coverage.","Life Insurance","Insurer"
"Prudential","Baby","PRUMy Child Plus","A solution that protects mummy and baby from 13 weeks of pregnancy.

 

中文点击这里","Life Insurance","Insurer"
"Prudential","Critical Illness","PRUMy Critical Care","Coverage that pays you a lump sum to spend as you want if you have critical illness.","Life Insurance","Insurer"
"Prudential","Medical","PRUValue Med","A medical rider that covers your medical expenses during hospitalisation.","Life Insurance","Insurer"
"Prudential","Life","PRUWith You","Life insurance and investment in a single, flexible plan that protects you and your family.","Life Insurance","Insurer"
"Prudential","Life","PruBSN Anggun","This takaful plan protects women at different life stages, including protection for female-specific illnesses, support for mental health & fertility treatments.","Family Takaful","Insurer"
"Prudential","Life","PruBSN AnugerahMax","Secure lifelong protection and top-notch medical coverage with unmatched flexibility. Tailor your plan with optional benefits for critical illnesses, medical and hospitalisation, accidental benefits and more.","Family Takaful","Insurer"
"Prudential","Life","PruBSN AnugerahPlus","A comprehensive takaful plan that combines life and medical protection for critical illnesses, medical, hospitalisation and accidental benefit plus many more.","Family Takaful","Insurer"
"Prudential","Savings","PruBSN Aspirasi","This customisable takaful plan tailors to your saving goals, helping you meet your own needs with different options & flexible contribution term & certificate.","Family Takaful","Insurer"
"Prudential","TBD (CI/H&P/Medical)","PruBSN Cegah","Specially designed to provide you with financial assistance upon diagnosis of 43 critical illnesses and dengue fever","Family Takaful","Insurer"
"Prudential","TBD (CI/H&P/Medical)","PruBSN Cegah Famili","Provides you and your loved ones with financial support if any of you are diagnosed with one of 43 critical illnesses or pass away.","Family Takaful","Insurer"
"Prudential","Life","PruBSN Damai","Our comprehensive medical solution package protects you from death, total and permanent disability, medical, hospitalisation, critical illnesses, accidents, etc.","Family Takaful","Insurer"
"Prudential","Life","PruBSN DamaiGenZ","PruBSN DamaiGenz is an affordable medical solution package tailored for Gen Z providing health and life coverage with an unlimited lifetime limit.","Family Takaful","Insurer"
"Prudential","Life","PruBSN Impian","Secure your children's future now with both a protection and savings plan to protect them from 14 gestational weeks that offers death & disability benefits too.","Family Takaful","Insurer"
"Prudential","Life","PruBSN Lindung","Protect your family using funds from your EPF account with this takaful protection plan in the event of your death or total & permanent disability (TPD).","Family Takaful","Insurer"
"Prudential","Life","PruBSN Lindung Famili","Protect your loved ones and yourself with takaful coverage of up to 3 times upon accidental Death using funds from your EPF account.","Family Takaful","Insurer"
"Prudential","Life","PruBSN Setia","Protect yourself with our comprehensive takaful coverage plan offering medical, critical illness, accidental & financial protection up to 100 years old.","Family Takaful","Insurer"
"Prudential","Life","PruBSN Sinar","Protect yourself with our takaful coverage plan covering early to late stage critical illnesses, total and permanent disability (TPD), and accidental protection.","Family Takaful","Insurer"
"Prudential","Savings","PruBSN WarisanGold","Embrace a legacy of love. Live worry-free, knowing that the future is secure and certain for your loved ones, while also fulfilling your saham akhirat.","Family Takaful","Insurer"
"RHB Insurance","Misc.","ATM Shield Insurance","Affordable premium
Compensation for losing of cash withdrawn from ATMs
Protection of loss of or damage to personal belongings
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Travel","Annual Travel Protector Insurance","High medical coverage when overseas, up to RM600,000 (including COVID-19 coverage)
Emergency evacuation and repatriation, up to RM3,000,000
Covers travel inconveniences such as cancellations, curtailments or delays
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Property","Apartments & Condominium Insurance","Combines different classes of insurance to cover loss or damage to property, liability and personal accident matters for Joint Management Body (JMB) and Joint Management Corporation (JMC).","General Insurance","Bank"
"RHB Insurance","Motor","Betterment Contribution Waiver","Waives the betterment charges and covers the repair cost of an accident if your car is below the age of 13 years old.

Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Misc.","Burglary Insurance","Covers against loss or damage to property consequent to actual, forcible and violent entry into or exit from the premises, damage to insured property or to the premises as a result of theft or any threat including armed robbery or a hold up.","General Insurance","Bank"
"RHB Insurance","Property","Business Machine & Equipment Insurance","Provides compensation if your machinery, equipment, furniture, fixtures and fittings kept and/or used within your premises suffer loss or damage caused by fire, theft or any other accidental means.","General Insurance","Bank"
"RHB Insurance","Medical","Cancer Care Insurance","Up to RM300k claimable sums
Receive 100% claimable sums for major cancer
A cash payout of 30% of the insured amount for early stage cancer
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Motor","Commercial Vehicle Insurance","For owners of goods-carrying vehicles, hired cars, buses and special types of transport who wish to be protected against loss or damage to their vehicles and against liabilities to other parties for injury, death or property damage.","General Insurance","Bank"
"RHB Insurance","Medical","Critical Guard Insurance","10% loyalty benefit increase of the Principal Sum Insured per year up to a maximum of 50% when no claim is made
RM300,000 lump sum payout
Coverage from newborn and beyond
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Workmen","Employer's Liability Insurance","Indemnifies employers against the liability of law to compensate your employees by paying for cost and expenses in respect of accidental bodily injury or disease arising out of or in the course of employment. The standard Common Law limit is RM1,000,000 for any one accident and in the aggregate.","General Insurance","Bank"
"RHB Insurance","H&P","Enhanced Cash Back Personal Accident Insurance","Payout for accidental death or permanent disablement
Reimbursement of medical expenses
Receive daily hospital cash income due to accident
Only available via telemarketing
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Misc.","Fidelity Guarantee Insurance","Provides indemnity to the employer against loss of money or property as a result of acts of fraud or dishonesty of any employee during the uninterrupted continuance of employment in connection with the occupation and duties of the said employee.","General Insurance","Bank"
"RHB Insurance","Property","Fire Biz Supreme Insurance","An all-in-one insurance package solution tailored for SMEs and Large Commercial risk with sum insured of up to RM100 million.","General Insurance","Bank"
"RHB Insurance","Property","Fire Consequential Loss Insurance","Covers loss of profit upon business interruption due to fire or other extended perils covered under the Standard Fire policy.","General Insurance","Bank"
"RHB Insurance","Property","Fire Insurance","Covers building and contents from loss or damage caused by fire and lightning. The coverage could also be extended to include special perils.","General Insurance","Bank"
"RHB Insurance","Motor","Full Body Spray Painting","Provides an add-on coverage for your Comprehensive Motor Private Car Policy which include a full body spray painting for your entire vehicle.

Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Misc.","Glass Insurance","Covers replacement or payment for any accidental breakage of the Plate Glass situated at the Insured’s premises.","General Insurance","Bank"
"RHB Insurance","Property","Home Content Insurance","24-hours worldwide personal accident protection
Protect your valuable jewellery to the food in your fridge
Insure your cash keep at home against theft
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Property","Home SmartPLUS Insurance","A plan that ensures your home is adequately insured
Enjoy the flexibility to protect your home with better savings
A comprehensive range of coverage to choose from for your personal home or rental property
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Property","Houseowner Plus Insurance","Exclusively for RHB Home Financing customers only
Cover your home against a wide range of perils
Enjoy the flexibility by topping up to extend the coverage according to your needs
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Liability","Liability Insurance","Provides indemnity up to the limit of liability, against all sums which you may become legally liable to pay a third party due to accidents arising from the course of business occurring within territorial limits.","General Insurance","Bank"
"RHB Insurance","H&P","Maid Protector","Accidental death or permanent disablement
Reimbursement of medical expenses
Reimbursement of Hospital and surgical expenses
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","H&P","Max Personal Accident Insurance","Additional coverage without additional premium
Special discounted premium for one household policy
Cashless hospital admission and discharge benefits up to RM3,000
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Medical","MediSure Insurance","Guaranteed annual renewal of up to RM450,000
Cashless admission provided with a MediSure medical card
Flexible savings on annual premium
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Medical","MediSure Supreme Insurance","You can choose a plan with an annual limit of up to RM2 million
Cashless admission provided with a MediSure Supreme medical card
Guaranteed renewable up to 100 years old
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Medical","Medical Protection","Comprehensive group medical insurance that covers all employees hospitalisation due to illness or accidents.","General Insurance","Bank"
"RHB Insurance","Misc.","Money Insurance","Covers the loss of money whilst in transit within the territorial limit specified in the policy and whilst kept in locked drawers, safe or strong rooms on the business premises.","General Insurance","Bank"
"RHB Insurance","Motor","Motor Trade Insurance","For owners of motor trade plates who wish to be covered against loss or damage to their vehicles and against liabilities to other parties for injury, death or property damage.","General Insurance","Bank"
"RHB Insurance","Motor","Motorcycle Insurance","No-Claim Discount (NCD)
Up to RM50 reimbursement for towing charges
Cover against third-party liabilities
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Motor","Motorcyclist Personal Accident Insurance","Covers up to RM6,000 accidental death
Covers up to RM6,000 permanent disablement while riding
Bereavement expenses up to RM500
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Motor","Motorist Commercial Vehicle PA Insurance","For authorised drivers, co-drivers, attendants and passengers of commercial vehicles aged between 18 and 60 years who seek protection against loss of life or bodily injuries.","General Insurance","Bank"
"RHB Insurance","Motor","Motorist Personal Accident Insurance","Additional payout with supplementary policy or add-on to your motor policy
Enhanced sum insured up to RM240,000
Low premium rates from RM4.16 per month.
Reimbursement of medical expenses up to RM2,000
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","H&P","My Credit Shield Insurance","Protects RHB Bank Berhad or RHB Islamic Bank Berhad Credit Cardholder and their family members from financial distress in the event of in the event of unforeseen circumstances.
Covers accidental death, temporary total disablement, permanent total disablement and involuntary unemployment.
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Misc.","My Safe Deposit Box Plus Insurance","Protection against burglary and/or robbery
Coverage against unfortunate events
Multiple plans of coverage
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","H&P","MyKeluarga Personal Accident Insurance","Accidental Death or Permanent Disablement coverage up t0 RM500,000
Hospital Cash Income up to RM300 per day
Offers Loan Protector and Household Bills Protection
Only available via telemarketing
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","H&P","Perlindungang Tenang Personal Accident Insurance","Get covered for as low as RM0.07 per day
Benefit coverage includes Accidental Death / Permanenet Disablement, Hospital Cash Income and Bereavement Allowance.
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Motor","Premier Protect Add-on Cover","Provides additional financial assistance beyond just covering the costs of theft or vehicle repairs, ensuring that you can quickly get back on the road.
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","H&P","Prestige Personal Accident Insurance","High dead and total permanent disability coverage up to RM1million
24 hours worldwide coverage
Covers loss of cash or personal effects caused by snatch theft or carjacking
Only available at RHB Bank branches
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Motor","Private Car Insurance","RM3 million liability limit against third-party liabilities
No-Claim Discount (NCD)
Free towing up to RM300 per breakdown
Save up to 40% on car insurance premium with RHB Motor Saver Insurance, find out how

Know more
Buy Now","General Insurance","Bank"
"RHB Insurance","Medical","RHB Critical Shield Insurance","Covered 36 Critical Illnesses
Up to 50% loyalty benefit if no claims is made
Additional 10% payout for additional 6 gender critical illnesses
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","H&P","Rahmah Personal Accident Insurance","Up to RM 200,00 Accidental Death or Permanent Disablement coverage
Hospital Cash Income at Government Hospital up to 30 days
Bereavement allowance up to RM1,000
Know more
Buy Now","General Insurance","Bank"
"RHB Insurance","Motor","Residential Electric Vehicle Charger Protection","Provides coverage to the loss or damage to the manufacturer's standard of your residential electric vehicle charger unit (including charging cable permanently attached to the charger) due to unforseen disasters such as natural disaster, air craft and aerial devices and other unexpected occurences.
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Motor","Road Rescue Elite","Free unlimited towing for breakdown & accident
Personal accident coverage up to RM100,000 for accidental death and permanent disablement
Offers Cash Transportation Allowance
Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Misc.","SMI Supreme Insurance","Safeguard your business and assets at a time when many cannot afford to be disrupted by setbacks caused by unforeseen risks. It comprises a selection of 8 insurance classes, all packaged at competitive rates.","General Insurance","Bank"
"RHB Insurance","Motor","Special Perils Add-on Covers","Protect your vehicle against unforeseen disasters such as flash floods, storms, landslides, earthquakes, sinking of soil and other unexpected occurrences.

Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Travel","Travel Protector Plus Insurance","Full coverage wherever you are in the world 
Medical expenses, up to RM500,000 (including overseas COVID-19) coverage
Medical evacuation and repatriation
Credit card indemnity
Know more
Buy Now","General Insurance","Bank"
"RHB Insurance","Motor","Unlimited Breakdown Towing","Provide an unlimited breakdown towing or an on-site repair to your vehicle within Malaysia.

Know more
I am interested","General Insurance","Bank"
"RHB Insurance","Workmen","Workmen's Compensation Insurance","Provides indemnity against all sums for which you shall be liable to pay compensation to any employee for personal injury sustained by accidents or occupational diseases arising out of and in the course of his employment under:

The Workmen’s Compensation Act 1952 and the subsequent amendments to the Act or
The Common Law. The standard Common Law limit is RM1,000,000 for any one accident and in the aggregate.","General Insurance","Bank"
"Sun Life","Life, H&P, Life (credit-related)","Cash Plus Assurance","Death/Total and permanent disability (TPD) benefit","Life Insurance","Insurer, Bank"
"Sun Life","Life, H&P, Life (credit-related)","Credit Protector Plus","Death/Total and permanent disability (TPD)/ 36 Critical illness (CI) benefit","Life Insurance","Insurer, Bank"
"Sun Life","Life, H&P","GoLife","Insurance coverage up to RM76,000

Monthly premium as low as RM5 per month

Simple online registration

Flexible, pay as you go monthly plan","Life Insurance","Insurer"
"Sun Life","Life, H&P","GoLife Plus","Insurance coverage up to RM76,000

Customisable with optional riders

Monthly premium as low as RM13 per month

Simple online registration","Life Insurance","Insurer"
"Sun Life","Life, H&P","GoTakaful","Family takaful coverage up to RM204,000

Flexible monthly repayment period as low as RM18/month

Simple online registration","Family Takaful","Insurer"
"Sun Life","Life, H&P","Group Amanah Saham Assurance","Death/Total and permanent disability (TPD) benefit","Life Insurance","Insurer"
"Sun Life","Life (credit-related)","Group Amanah Saham Assurance (GASA)","Exclusively for those who have taken the Amanah Saham Bumiputra loan, Group Amanah Saham Assurance is a single premium reducing term plan covering Death and Total and Permanent Disability (TPD).","Life Insurance","Bank"
"Sun Life","Life, H&P","Group Mortgage Level Term Assurance","Death/Total and permanent disability (TPD) benefit","Life Insurance","Insurer"
"Sun Life","Life (credit-related)","Group Mortgage Level Term Assurance (MLTA)","Insurance coverage on your housing loan outstanding based on level term should unexpected events happen to you.","Life Insurance","Bank"
"Sun Life","Life, H&P","Group Mortgage Reducing Term Assurance","Death / Total and permanent disability (TPD) benefit","Life Insurance","Insurer"
"Sun Life","Life (credit-related)","Group Mortgage Reducing Term Assurance (MRTA)","Insurance coverage on your housing loan outstanding based on reducing term should unexpected events happen to you.","Life Insurance","Bank"
"Sun Life","Life, H&P","Group Mortgage Reducing Term Takaful","Death/Total and permanent disability (TPD) benefit","Family Takaful","Insurer"
"Sun Life","Life (credit-related)","Group Mortgage Reducing Term Takaful (MRTT)","Takaful coverage for your home financing based on reducing term should unexpected events happen to you.","Family Takaful","Bank"
"Sun Life","Life, Life (credit-related)","Group Term Financing Takaful","Death/Total and permanent disability (TPD) benefit","Family Takaful","Insurer, Bank"
"Sun Life","Life, H&P, Savings","KFH Sun Sinar","Takaful coverage up to 200% of death/total and permanent disability (TPD) benefit

RM1,500 special payout

Badal Hajj benefit

Final benefit","Family Takaful","Insurer"
"Sun Life","Life, H&P","Prime Family Critical Care-i","Critical illness coverage for you and your loved ones

Total up to 180% of rider's sum covered

No medical underwriting or checkup required","Family Takaful","Insurer"
"Sun Life","Life, H&P, Savings","Sinar Baraqah","Takaful coverage up to 200% of death/total and permanent disability (TPD) benefit

RM1,500 special payout

Badal Hajj benefit

Final benefit","Family Takaful","Insurer"
"Sun Life","Life, H&P","Sinar Health Plan","Hospital benefit

Health benefits

Overall lifetime limit

Death benefit","Family Takaful","Insurer"
"Sun Life","Life, H&P, Investment","SinarLink Aiman","Comprehensive & customised takaful coverage with optional riders

Final benefit","Family Takaful","Insurer"
"Sun Life","Life","Sun Apex-i","Takaful coverage up to RM5 million

Long-term protection against death and total and permanent disability (TPD)","Family Takaful","Insurer, Bank"
"Sun Life","Life (credit-related)","Sun Auto Takaful","A surplus sharing single contribution reducing term plan that offers protection to help ease your family member from financial burden by offsetting against the outstanding of your hire purchase financing facility.
","Family Takaful","Bank"
"Sun Life","Life, H&P, Life (credit-related)","Sun AutoLife","Death/Total and permanent disability (TPD) benefit

Accidental death/ Accidental total and permanent disability (TPD) benefit","Life Insurance","Insurer, Bank"
"Sun Life","Life","Sun AutoTakaful","Death/Total and permanent disability (TPD) benefit

Accidental death/ Accidental total and permanent disability (TPD) benefit","Family Takaful","Insurer"
"Sun Life","Life, H&P, Life","Sun Cover-i","Death / Total and Permanent Disability (TPD) Benefit

Easy Enrollment

No Exclusion and Waiting Period","Family Takaful","Insurer, Bank"
"Sun Life","Life, H&P, Savings, Life","Sun EduSmart","Education reward

Insurance coverage

Guaranteed maturity benefit

Waiver of premium (parent/legal guardian)","Life Insurance","Insurer, Bank"
"Sun Life","Life, H&P, Savings, Life","Sun Enrich-i","Easy enrolment with no underwriting required

Cash payout

Final benefit

Takaful coverage","Family Takaful","Insurer, Bank"
"Sun Life","Life, H&P, Savings","Sun Hajj","200% of sum covered for death/TPD benefit while performing Hajj/Umrah

RM2,000 special payout

Badal Hajj benefit

Funeral expenses benefit and additional accidental coverage","Family Takaful","Insurer"
"Sun Life","Life, H&P, Investment","Sun Heritage-i","Death and Total and Permanent Disability (TPD) benefit

Estate planning benefit

Extension of takaful coverage

Maturity benefit","Family Takaful","Insurer"
"Sun Life","Life, H&P, Investment, Life","Sun Income Secure Max","Insurance coverage

Guaranteed yearly income

Full premium allocation","Life Insurance","Insurer, Bank"
"Sun Life","Life, H&P, Life","Sun Inspirasi","Simple enrolment with up to RM 2mil non-medical limit

Up to 3 times additional payout on accidental death

Cash payout benefit","Family Takaful","Insurer, Bank"
"Sun Life","Life, Investment, Life","Sun Legacy Shield","Takaful coverage with protection booster

Full contribution allocation

Loyalty bonus

Final benefit","Family Takaful","Insurer, Bank"
"Sun Life","Life, H&P, Life","Sun MaxiMed-i","Hospitalisation and Surgical Benefits

No Lifetime Limit

Retirement option

Family Discount","Family Takaful","Insurer, Bank"
"Sun Life","Life, H&P","Sun MediMax-i","Hospitalisation and surgical benefits with no lifetime limit

Best Doctors services

Family discount

Retirement option","Family Takaful","Insurer"
"Sun Life","Life, H&P, Investment","Sun Prestige Life","High coverage on death or Total Permanent Disability (TPD)

Additional coverage on accidental death or TPD

Protection booster

Compassion benefit","Life Insurance","Insurer"
"Sun Life","Life, H&P, Savings, Investment","Sun Prime Link-i","Comperhensive and customisable takaful coverage

Flexible contribution and coverage amount

Choice of investment-linked funds 

Maturity benefit","Family Takaful","Insurer"
"Sun Life","Life, Savings, Investment, Life","Sun Save Invest","Simple enrolment

Insurance coverage

Full premium allocation 

Maturity benefit","Life Insurance","Insurer, Bank"
"Sun Life","Life, Savings, Life","Sun SaveAssured","Guaranteed maturity benefit

Insurance coverage

Waiver of premium option","Life Insurance","Insurer, Bank"
"Sun Life","Life, Savings","Sun Secure Saver-i","Flexible contribution payment terms 

Guaranteed death or total and permanent disability (TPD) coverage 

Additional death or TPD coverage 

Increasing cash payout","Family Takaful","Insurer"
"Sun Life","Life, H&P, Savings, Investment","Sun Shield Link","Customisable protection and investment in one plan

Enhanced protection through optional rider

Allocation bonus 

Loyalty booster","Life Insurance","Insurer"
"Sun Life","Life, H&P, Savings, Life","Sun Signature Life Plus","Simple enrolment with up to RM 2mil non-medical limit

Guaranteed health check-up allowance benefit

Guaranteed loyalty bonus benefit

Insurance coverage","Life Insurance","Insurer, Bank"
"Sun Life","Life, H&P, Life","Sun Ultimate Coverage-i","Takaful coverage - death/total and permanent disability (TPD) / accidental death or TPD

Disability allowance benefit","Family Takaful","Insurer, Bank"
