"insurer","bank_name","product_type","product_name","insurance_type","discovered_place","status","date_discovered","date_retired"
"Etiqa","Maybank","H&P, Travel","TripCare 360","General Insurance","Bank","Retired","13-Jul-24","9-Aug-24"
"Hong Leong Assurance","-","TBD (CI/Medical/H&P)","HLA FiT 3 Medi‑Income","Life Insurance","Insurer","Existing","13-Jul-24","-"
"MCIS","-","H&P","MYEarly Critical Aid","Life Insurance","Insurer","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Misc.","ATM Shield Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Travel","Annual Travel Protector Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Property","Apartments & Condominium Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Betterment Contribution Waiver","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Property","Business Machine & Equipment Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Medical","Cancer Care Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Medical","Critical Guard Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","H&P","Enhanced Cash Back Personal Accident Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Property","Fire Biz Supreme Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Property","Fire Consequential Loss Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Full Body Spray Painting","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Property","Home Content Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Property","Home SmartPLUS Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Property","Houseowner Plus Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","H&P","Maid Protector","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","H&P","Max Personal Accident Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Medical","MediSure Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Medical","MediSure Supreme Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Motorcyclist Personal Accident Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Motorist Personal Accident Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","H&P","My Credit Shield Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Misc.","My Safe Deposit Box Plus Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","H&P","MyKeluarga Personal Accident Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","H&P","Perlindungang Tenang Personal Accident Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Premier Protect Add-on Cover","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","H&P","Prestige Personal Accident Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Private Car Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Medical","RHB Critical Shield Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","H&P","Rahmah Personal Accident Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Residential Electric Vehicle Charger Protection","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Road Rescue Elite","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Special Perils Add-on Covers","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Travel","Travel Protector Plus Insurance","General Insurance","Bank","Existing","13-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Unlimited Breakdown Towing","General Insurance","Bank","Existing","13-Jul-24","-"
"Sun Life","CIMB","Life (credit-related)","Group Amanah Saham Assurance (GASA)","Life Insurance","Bank","Existing","13-Jul-24","-"
"Sun Life","CIMB","Life (credit-related)","Group Mortgage Level Term Assurance (MLTA)","Life Insurance","Bank","Existing","13-Jul-24","-"
"Sun Life","CIMB","Life (credit-related)","Group Mortgage Reducing Term Assurance (MRTA)","Life Insurance","Bank","Existing","13-Jul-24","-"
"Sun Life","CIMB","Life (credit-related)","Group Mortgage Reducing Term Takaful (MRTT)","Family Takaful","Bank","Existing","13-Jul-24","-"
"Sun Life","CIMB","Life (credit-related)","Sun Auto Takaful","Family Takaful","Bank","Existing","13-Jul-24","-"
"Sun Life","-","Life, H&P","Sun MediMax-i","Family Takaful","Insurer","Existing","13-Jul-24","-"
"Takaful Ikhlas","CIMB","Motor","IKHLAS Private Car Comprehensive Plus Takaful","General Takaful","Bank","Existing","13-Jul-24","-"
"Takaful Ikhlas","BSN","Motor","IKHLAS Private Car Comprehensive Plus Takaful","General Takaful","Bank","Existing","13-Jul-24","-"
"Tokio Marine","-","H&P/Medical/CI","MediCare / iMediCare 2","Life Insurance","Insurer","Existing","13-Jul-24","-"
"Liberty","AmBank","H&P","AmDrive Plus","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","H&P","AmPro PA Plus","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","H&P","AmStyle Guard","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","H&P","CASA Snatch Theft PA","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","Fire","Fire365 ","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","Misc.","Flexi SME 365","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","Home","Household Guard","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","Home","Householder Plus","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","Home","Houseowner & Householder","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","Travel","Kurnia Travel Supreme","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","H&P","Right Cover Plus PA","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","Motor","auto365 Comprehensive Plus","General Insurance","Bank","Existing","19-Jul-24","-"
"Liberty","AmBank","Motor","auto365 Comprehensive Premier","General Insurance","Bank","Existing","19-Jul-24","-"
"Prudential","-","Medical","PRUMillion Med Active","Life Insurance","Insurer","Existing","19-Jul-24","-"
"Prudential","-","Life","PruBSN AnugerahMax","Family Takaful","Insurer","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Misc.","Burglary Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Commercial Vehicle Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Workmen","Employer's Liability Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Misc.","Fidelity Guarantee Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Misc.","Glass Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Liability","Liability Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Medical","Medical Protection","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Misc.","Money Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Motor Trade Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Motor","Motorist Commercial Vehicle PA Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Misc.","SMI Supreme Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"RHB Insurance","RHB Bank","Workmen","Workmen's Compensation Insurance","General Insurance","Bank","Existing","19-Jul-24","-"
"Sun Life","-","Life","Sun Apex-i","Family Takaful","Insurer","Existing","19-Jul-24","-"
"Sun Life","CIMB","Life","Sun Apex-i","Family Takaful","Bank","Existing","19-Jul-24","-"
"Allianz","Standard Chartered","Home","Allianz Smart Home Insurance","General Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","Standard Chartered","Motor","Enhanced Road Warrior","General Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Investment","HSBC's EliteCare Plus","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Investment","HSBC's EliteSaver SP GIO","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Investment","HSBC's EliteWealth","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Life","HSBC's FamilyCare Plan","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Life, H&P","HSBC's ProtectCare Plan","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Liability","HSBC's Reducing Term Assurance","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC",NA,"HSBC's Universal AssuredTreasure","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Savings","HSBC's UniversalIncome Plan","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Investment","HSBC's UniversalLegacy Plan","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Savings, Life","HSBC's UniversalTreasure Plus","Life Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","Standard Chartered","Motor","Motor Comprehensive Cover","General Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","Standard Chartered","Travel","Travel","General Insurance","Bank","Existing","26-Jul-24","-"
"Allianz","HSBC","Travel","Travel Care","General Insurance","Bank","Existing","26-Jul-24","-"
"AmMetLife","-","Life","Cahaya-i Care","Family Takaful","Insurer","Existing","26-Jul-24","-"
"Etiqa","Maybank","Savings/Investment","Smart Golden Life","Life Insurance","Bank","Existing","26-Jul-24","-"
"Etiqa","Bank Rakyat","H&P","Takaful Buddy PA Crime Shield","General Takaful","Bank","Existing","26-Jul-24","-"
"Etiqa","Bank Rakyat","Life","Takaful Hayati","Family Takaful","Bank","Existing","26-Jul-24","-"
"Etiqa","Bank Rakyat","H&P","Takaful PA Plus (Telemarketing)","General Takaful","Bank","Existing","26-Jul-24","-"
"Etiqa","Bank Rakyat","H&P","Takaful Privilege PA (Telemarketing)","General Takaful","Bank","Existing","26-Jul-24","-"
"Etiqa","Bank Rakyat","Travel","Takaful TripCare 360","General Takaful","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Life","AFFIN EZ Protect","Life Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Life","AFFIN Flex Protector+","Life Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Life","AFFIN Maximiser","Life Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Life","AFFIN Secure Prime+","Life Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","H&P","Group Personal Accident (GPA)","General Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Motor","Guaranteed Auto Protection (GAP) Insurance","General Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Travel","Jom Lokal Travel","General Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Motor","Private Car","General Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Life","Secure Enhanced Plus","Life Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","H&P","SmartStudent Care","General Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Travel","SmartTraveller Enhanced (Annual Plan)","General Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","Travel","SmartTraveller Enhanced (Single Trip Plan)","General Insurance","Bank","Existing","26-Jul-24","-"
"Generali","Affin Bank","H&P/CI/Medical","iMed","Insurance","Bank","Existing","26-Jul-24","-"
"Great Eastern","MBSB","Life","An-Nur","Family Takaful","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Savings","Empower-i","Family Takaful","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Life/Medical/CI/H&P","Family Gift-i","Family Takaful","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Investment","Legacy-i","Family Takaful","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Investment","Max Step-Up","Life Insurance","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Savings","Max Yield","Life Insurance","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Savings","MaxEmpower","Life Insurance","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Life/Medical/CI/H&P","One Plan-i","Family Takaful","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Savings","Supreme-i","Family Takaful","Bank","Existing","26-Jul-24","-"
"Great Eastern","OCBC","Travel","Travel Mate","General Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Motor","Car Life","General Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Home","Hong Leong Credit Protector","General Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Home","Hong Leong Credit Protector with Dread Disease","General Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Liability","Hong Leong Credit Shield Premier","General Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Investment","Hong Leong One SMART Insurance","Life Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Life","Hong Leong SMART Biz Term Insurance","Life Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Life","Hong Leong SMART Cash Insurance","Life Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Investment","Hong Leong SMART Income Plus Insurance ","Life Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Investment","Hong Leong SMART Protect Plus Insurance","Life Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Investment","Hong Leong SMART Protect Vantage Insurance","Life Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Investment","Hong Leong SMART3 Shield Insurance","Life Insurance","Bank","Existing","26-Jul-24","-"
"Hong Leong Assurance","Hong Leong Bank","Investment","Hong Leong SMART5 Flexi Insurance","Life Insurance","Bank","Existing","26-Jul-24","-"
"Liberty","UOB","H&P","EZ Smart Plan","General Insurance","Bank","Existing","26-Jul-24","-"
"Liberty","UOB","H&P","Ideal Care","General Insurance","Bank","Existing","26-Jul-24","-"
"Liberty","UOB","Motor","Motorist's Companion Insurance","General Insurance","Bank","Existing","26-Jul-24","-"
"Liberty","UOB","Misc.","Personal Protection","General Insurance","Bank","Existing","26-Jul-24","-"
"Liberty","UOB","H&P","Premier Care Cash Plan","General Insurance","Bank","Existing","26-Jul-24","-"
"Liberty","UOB","H&P","Revo Care Plan","General Insurance","Bank","Existing","26-Jul-24","-"
"Liberty","UOB","Travel","Travel Insurance","General Insurance","Bank","Existing","26-Jul-24","-"
"MSIG","Hong Leong Bank","Home","1 Home Plus","General Insurance","Bank","Existing","26-Jul-24","-"
"MSIG","Hong Leong Bank","Medical","Critical Illness Plan","Life Insurance","Bank","Existing","26-Jul-24","-"
"MSIG","Hong Leong Bank","Home","Flexi Home Guard Insurance","General Insurance","Bank","Existing","26-Jul-24","-"
"MSIG","Hong Leong Bank","H&P","Flexi Protector Personal Accident Insurance","General Insurance","Bank","Existing","26-Jul-24","-"
"MSIG","Hong Leong Bank","Misc.","Safe Deposit Locker Insurance","General Insurance","Bank","Existing","26-Jul-24","-"
"MSIG","Hong Leong Bank","Travel","Travel Insurance","General Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","BSN","Life","BSN Fitrah","Family Takaful","Bank","Existing","26-Jul-24","-"
"Prudential","BSN","Life","BSN Takaful Makmur","Family Takaful","Bank","Existing","26-Jul-24","-"
"Prudential","BSN","Life","BSN Takaful Sakinah","Family Takaful","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Life","Group EssentialLife (SP)","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Medical","Medical Plus Solution","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Medical","Medical Plus Solutions","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Life","PRUCancer Safe","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Life","PRUCover Plus","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Investment","PRUEnhanced Cover","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Life","PRUEnrich Gain","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Investment","PRUGlobal Series","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Life","PRULife Safe","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Investment","PRULink Cover","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Investment","PRULink Supreme","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Investment","PRUMax Cover","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Life","PRUMax Plus","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Life","PRUMedic Safe","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Investment","PRUMillion Cover","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","UOB","Investment","PRUMillion Cover 2.0","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Savings/Investment, Savings","PRUSignature","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Life","PRUSignature Ace","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Life","PRUSignature Assure","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Savings","PRUSignature Boost","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Life","PRUSignature Infinite","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Life","PRUSignature Protect","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Savings/Investment","PRUSignature Reserve","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Savings","PRUSignature Treasure","Life Insurance","Bank","Existing","26-Jul-24","-"
"Prudential","Standard Chartered","Life","PRUSignature Vanguard","Life Insurance","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Affin Bank","Life","AFFIN Takaful myFlexi","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Affin Bank","Life","AFFIN Takaful myWealth Invest","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Affin Bank","H&P","AFFIN Takaful myWealth Secure","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Liability","Automobile Financing Takaful Plan","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Rakyat","Liability","Decreasing Term Takaful (DTT)","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Liability","Group Credit Family Takaful","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","Life","M-Zahra First Takaful","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","Life","M-Zahra Flexi Takaful","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","Life","M-Zahra Income Plus Takaful","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","Life","M-Zahra Income Takaful","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","Life","M-Zahra Invest Prime Takaful","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Home","Mortgage Term Takaful","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Life","Takaful GPA Bank Islam","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","H&P","Takaful myClick PA","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Travel","Takaful myClick Travel PA","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","H&P","Takaful myElite PA (Telemarketing)","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Affin Bank","Home, Fire","Takaful myFire","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Home, Fire","Takaful myFire","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Affin Bank","Home","Takaful myHome Content","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Home","Takaful myHome Content","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","Home","Takaful myHome Content","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Affin Bank","Home","Takaful myHouseowners & Householders","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Home","Takaful myHouseowners & Householders","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","Life","Takaful myMediValue","Family Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Affin Bank","Motor","Takaful myMotor","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Motor","Takaful myMotor","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","Motor","Takaful myMotor","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Affin Bank","H&P","Takaful myPA Care","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","H&P","Takaful myPA Care","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Muamalat","H&P","Takaful myPA Care","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","H&P","Takaful myPlus PA (Telemarketing)","General Takaful","Bank","Existing","26-Jul-24","-"
"Syarikat Takaful","Bank Islam","Investment","Takaful myWealth Plus","Family Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","MBSB","Fire","Fire Houseowner Takaful","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","Bank Rakyat","Fire","Fire and Houseowner Takaful","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","MBSB","Liability","Group Credit Term Takaful (GCTT)","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","MBSB","H&P","Group Personal Accident (GPA)","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","MBSB","H&P","Group Personal Accident Takaful – Snatch Theft","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","Bank Rakyat","Liability","Hire Purchase Reducing Term Takaful (HPRTT)","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","BSN","H&P","IKHLAS Group Personal Accident Takaful (Long Term)","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","BSN","Home","IKHLAS House Owner / House Holder Takaful","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","MBSB","Savings","M-Edu Plus Takaful","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","MBSB","Medical","M-First Takaful","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","Bank Rakyat","H&P","Takaful Amani","General Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","Bank Rakyat","Life","Takaful Amani Didik","Family Takaful","Bank","Existing","26-Jul-24","-"
"Takaful Ikhlas","Bank Rakyat","Savings","Takaful Amani Plus","Family Takaful, General Takaful","Bank","Existing","26-Jul-24","-"
"Sun Life","Al-Rajhi Bank","Critical Illness","Sinar Kasih","Family Takaful","Bank","Existing","2-Aug-24","-"
"Syarikat Takaful","Agrobank","Life","Agro Madani","Family Takaful","Bank","Existing","2-Aug-24","-"
"Syarikat Takaful","Agrobank","Motor","Agro Motor Takaful","General Takaful","Bank","Existing","2-Aug-24","-"
"Syarikat Takaful","Agrobank","Life","Agro Takaful Aspirasi","Family Takaful","Bank","Existing","2-Aug-24","-"
"Syarikat Takaful","Agrobank","Life","Takaful Kasih Plus","Family Takaful","Bank","Existing","2-Aug-24","-"
"Syarikat Takaful","Bank Islam","Life, Savings","Takaful mySmart Wealth Plus","Family Takaful","Bank","Existing","2-Aug-24","-"
"AmMetLife","-","Savings/Investment","i.Am Wealth Creator","Life Insurance","Insurer","Existing","9-Aug-24","-"
"FWD","-","Savings/Investment","FWD Guaranteed Income Booster","Life Insurance","Insurer","Existing","9-Aug-24","-"
"Manulife","-","Investment","Signature Heirloom Indexed Universal Life","Life Insurance","Insurer","Existing","9-Aug-24","-"
"Etiqa","Maybank","Motor","Takaful Auto Credit Plan","General Takaful","Bank","Existing","9-Aug-24","-"
"Etiqa","Maybank","Motor","Car Insurance","General Insurance","Bank","Existing","9-Aug-24","-"
"Etiqa","Maybank","Motor","Car Takaful","General Takaful","Bank","Existing","9-Aug-24","-"
"AmMetLife","AmBank","Life","i.Am Wealth Creator","Life Insurance","Bank","Existing","9-Aug-24","-"
"Hong Leong Assurance","Hong Leong Bank","Investment","Hong Leong SMART Wealth Insurance","Life Insurance","Bank","Existing","9-Aug-24","-"
"Syarikat Takaful","Agrobank","H&P","Agro Nurani","Family Takaful","Bank","Existing","9-Aug-24","-"
"Manulife","Alliance Bank","Life, Investment","EliteLife Signature Treasure","Life Insurance","Insurer","Existing","16-Aug-24","-"
"Manulife","-","Life, Savings","Manulife Future Shield","Life Insurance","Insurer","Existing","16-Aug-24","-"
"Etiqa","-","Life","e-Takaful Hayat","Family Takaful","Insurer","New","23-Aug-2024","-"
"Etiqa","-","Investment","SecurePro","Life Insurance","Insurer","New","23-Aug-2024","-"
"MCIS","-","Life","Golden Senior Care","Life Insurance","Insurer","New","23-Aug-2024","-"
