insurer,bank_name,product_type,product_name,product_description,insurance_type,discovered_place
RHB Insurance,RHB Bank,Property,Fire Insurance,Covers building and contents from loss or damage caused by fire and lightning. The coverage could also be extended to include special perils.,General Insurance,Bank
RHB Insurance,RHB Bank,Property,Fire Consequential Loss Insurance,Covers loss of profit upon business interruption due to fire or other extended perils covered under the Standard Fire policy.,General Insurance,Bank
RHB Insurance,RHB Bank,Property,Business Machine & Equipment Insurance,"Provides compensation if your machinery, equipment, furniture, fixtures and fittings kept and/or used within your premises suffer loss or damage caused by fire, theft or any other accidental means.",General Insurance,Bank
RHB Insurance,RHB Bank,Property,Fire Biz Supreme Insurance,An all-in-one insurance package solution tailored for SMEs and Large Commercial risk with sum insured of up to RM100 million.,General Insurance,Bank
RHB Insurance,RHB Bank,Medical,Medical Protection,Comprehensive group medical insurance that covers all employees hospitalisation due to illness or accidents.,General Insurance,Bank
RHB Insurance,RHB Bank,Motor,Motorist Commercial Vehicle PA Insurance,"For authorised drivers, co-drivers, attendants and passengers of commercial vehicles aged between 18 and 60 years who seek protection against loss of life or bodily injuries.",General Insurance,Bank
RHB Insurance,RHB Bank,Motor,Commercial Vehicle Insurance,"For owners of goods-carrying vehicles, hired cars, buses and special types of transport who wish to be protected against loss or damage to their vehicles and against liabilities to other parties for injury, death or property damage.",General Insurance,Bank
RHB Insurance,RHB Bank,Motor,Motor Trade Insurance,"For owners of motor trade plates who wish to be covered against loss or damage to their vehicles and against liabilities to other parties for injury, death or property damage.",General Insurance,Bank
RHB Insurance,RHB Bank,Workmen,Employer's Liability Insurance,"Indemnifies employers against the liability of law to compensate your employees by paying for cost and expenses in respect of accidental bodily injury or disease arising out of or in the course of employment. The standard Common Law limit is RM1,000,000 for any one accident and in the aggregate.",General Insurance,Bank
RHB Insurance,RHB Bank,Workmen,Workmen's Compensation Insurance,"Provides indemnity against all sums for which you shall be liable to pay compensation to any employee for personal injury sustained by accidents or occupational diseases arising out of and in the course of his employment under:

The Workmen’s Compensation Act 1952 and the subsequent amendments to the Act or
The Common Law. The standard Common Law limit is RM1,000,000 for any one accident and in the aggregate.",General Insurance,Bank
RHB Insurance,RHB Bank,Liability,Liability Insurance,"Provides indemnity up to the limit of liability, against all sums which you may become legally liable to pay a third party due to accidents arising from the course of business occurring within territorial limits.",General Insurance,Bank
RHB Insurance,RHB Bank,Misc.,SMI Supreme Insurance,"Safeguard your business and assets at a time when many cannot afford to be disrupted by setbacks caused by unforeseen risks. It comprises a selection of 8 insurance classes, all packaged at competitive rates.",General Insurance,Bank
RHB Insurance,RHB Bank,Misc.,Fidelity Guarantee Insurance,Provides indemnity to the employer against loss of money or property as a result of acts of fraud or dishonesty of any employee during the uninterrupted continuance of employment in connection with the occupation and duties of the said employee.,General Insurance,Bank
RHB Insurance,RHB Bank,Misc.,Burglary Insurance,"Covers against loss or damage to property consequent to actual, forcible and violent entry into or exit from the premises, damage to insured property or to the premises as a result of theft or any threat including armed robbery or a hold up.",General Insurance,Bank
RHB Insurance,RHB Bank,Misc.,Glass Insurance,Covers replacement or payment for any accidental breakage of the Plate Glass situated at the Insured’s premises.,General Insurance,Bank
RHB Insurance,RHB Bank,Misc.,Money Insurance,"Covers the loss of money whilst in transit within the territorial limit specified in the policy and whilst kept in locked drawers, safe or strong rooms on the business premises.",General Insurance,Bank
Generali,Affin Bank,Life,AFFIN Secure Prime+,Get the combination of protection and savings now for your future with AFFIN Secure Prime+ and greater savings with Secure Income+ Rider.,Life Insurance,Bank
Generali,Affin Bank,Life,eLife Protector+,"Buy online in just 5 minutes
All causes of death & total permanent disability
2X due to accidental death
Up to RM500,000
Up to 75 years old",Life Insurance,Bank
Generali,Affin Bank,Life,Secure Enhanced Plus,"Two-in-one plan with wealth accumulation and life protection.
Coverage on accidental death/total permanent disability of up to 500% of the Basic Sum Insured.",Life Insurance,Bank
Generali,Affin Bank,Life,AFFIN Flex Protector+,"Provide the best of both wealth accumulation and protection at the same time.
Flexibility to tailor your own protection plan according to your budget and your changing needs.",Life Insurance,Bank
Generali,Affin Bank,Life,AFFIN Maximiser,"A single premium investment-linked insurance plan that focuses on legacy creation, estate equalisation and succession planning.",Life Insurance,Bank
Generali,Affin Bank,Life,AFFIN EZ Protect,"You will enjoy comprehensive protection coverage with guaranteed acceptance.
Death or Total Permanent Disability (TPD) of up to 400% of the Basic Sum Insured.
Income replacement up to RM100/day.",Life Insurance,Bank
Syarikat Takaful,Affin Bank,Life,AFFIN Takaful myFlexi,"A Takaful plan that is made for you comes with complete protection against death, total and permanent disability (TPD), 48 covered Critical Illnesses (CI), medical bills, and personal accidents with savings elements, all in one payment term.",Family Takaful,Bank
Syarikat Takaful,Affin Bank,Life,AFFIN Takaful myWealth Invest,Single contribution Takaful plan for both investment and protection!​,Family Takaful,Bank
Generali,Affin Bank,H&P/CI/Medical,iMed,"Buy online in just 5 minutes
Annual limit up to RM180,000
Chiropractic & acupuncture treatment
Daily hospital allowance
Compassionate allowance",Insurance,Bank
Generali,Affin Bank,H&P/CI/Medical,eMedic Plus,"Buy online in just 5 minutes
Annual limit up to RM150,000
Auto-increase of annual limit
No claim rewards
Family plan available",Insurance,Bank
Generali,Affin Bank,H&P/CI/Medical,eCritical Early Care,"Buy online in just 5 minutes
50 critical illness conditions
Early stage & advanced stage
Up to RM250,000
Up to 80 years old",Insurance,Bank
Generali,Affin Bank,H&P/CI/Medical,SmartCare Optimum Plus,"Annual limit is reset every year.
Medical coverage up to RM2.1 million annual limit.
Outpatient kidney dialysis & cancer treatment.
 ",Insurance,Bank
Generali,Affin Bank,H&P/CI/Medical,SmartCancer Cash,"Receive a lump sum cash payout upon diagnosis of cancer, and 30% upfront payment from diagnosis of early stage cancer.",Insurance,Bank
Generali,Affin Bank,H&P,SmartPA Enhanced,"Provide comprehensive 24 hours worldwide protection to the Insured for bodily injury caused by accidental. 

Get increasing coverage with Renewal Bonus feature and No Claims Discount benefit plus many other benefits for a comprehensive protection.
 ",General Insurance,Bank
Generali,Affin Bank,H&P,Group Personal Accident (GPA),Provide 24-hours-a-day and worldwide coverage for unforeseen accident.,General Insurance,Bank
Generali,Affin Bank,H&P,SmartStudent Care,Provides 24 hours worldwide protection to the Insured for Injury caused directly by an Accident.,General Insurance,Bank
Syarikat Takaful,Affin Bank,H&P,Takaful myPA Care,"From as little as RM0.20 a day, you will get comprehensive protection against personal accident.",General Takaful,Bank
Syarikat Takaful,Affin Bank,H&P,AFFIN Takaful myWealth Secure,"Future planning with a versatile protection plan.

You do not have to worry about your medical conditions as this plan does not require any medical check-ups.",General Takaful,Bank
Generali,Affin Bank,Home,Home Protector Enhanced,"Comprehensive coverage for your house and contents.
24/7 protection for your personal belongings, anywhere in the world. ",General Insurance,Bank
Syarikat Takaful,Affin Bank,Home,Takaful myFire,"Cover against loss or damage to the property caused by fire, lightning and domestic explosion.",General Takaful,Bank
Syarikat Takaful,Affin Bank,Home,Takaful myHouseowners & Householders,The Houseowners plan covers your house structure whereas the Householders plan covers your house contents.,General Takaful,Bank
Syarikat Takaful,Affin Bank,Home,Takaful myHome Content,"Cover your home contents for the loss or damage caused by fire, lightning, explosions, theft, hurricane, earthquake, flood and bursting of water tanks/pipes or by any perils.",General Takaful,Bank
Generali,Affin Bank,Motor,Private Car,"To cover your vehicle against your liabilities to third parties for injury or death, damage to third parties property, and accidental or fire damage to your vehicle or theft of your vehicle.",General Insurance,Bank
Generali,Affin Bank,Motor,Guaranteed Auto Protection (GAP) Insurance,"Pay the difference between your motor insurance payout and the vehicle’s original invoice price, if it’s stolen or totaled.",General Insurance,Bank
Syarikat Takaful,Affin Bank,Motor,Takaful myMotor,Comprehensive cover for your vehicle against loss or damage as well as third party legal liabilities.,General Takaful,Bank
Generali,Affin Bank,Travel,SmartTraveller Enhanced (Annual Plan),"Most convenient and cost effective way to enjoy comprehensive coverage and 24-hour emergency assistance for all your travels all year long.
Available in Standard, Senior or Family Plan.
 ",General Insurance,Bank
Generali,Affin Bank,Travel,SmartTraveller Enhanced (Single Trip Plan),"Immediate activation, comprehensive coverage and 24-hour emergency assistance wherever you are in the world
Available in Standard, Senior or Family Plan",General Insurance,Bank
Generali,Affin Bank,Travel,Jom Lokal Travel,"For overland domestic travel in Malaysia.
Mainly provide coverage for Personal Accidents and Permanent Disablement, Medical Expenses due to Accidents, Repatriations of Mortal Remains, credit card/e-wallet protection and journey disruptions due to vehicle breakdown.
 ",General Insurance,Bank
Liberty,AmBank,Motor,auto365 Comprehensive Plus,Super value smarter choice. A more comprehensive protection with everything you need,General Insurance,Bank
Liberty,AmBank,Motor,auto365 Comprehensive Premier,Our ultimate protectionjust got better,General Insurance,Bank
Liberty,AmBank,H&P,Right Cover Plus PA,Give your loved ones the best protection they deserve,General Insurance,Bank
Liberty,AmBank,H&P,AmStyle Guard,Protect that lifestyle you’ve worked hard for ,General Insurance,Bank
Liberty,AmBank,H&P,AmPro PA Plus,Enhanced protection coverage for me and my loved ones ,General Insurance,Bank
Liberty,AmBank,H&P,AmDrive Plus,Our Protection extends to all on board,General Insurance,Bank
Liberty,AmBank,H&P,CASA Snatch Theft PA,Personal Accident with additional plan,General Insurance,Bank
Liberty,AmBank,Travel,Kurnia Travel Supreme,Enjoy worry-free travel with our extensive cover,General Insurance,Bank
Liberty,AmBank,Home,Household Guard,Securing my home.Affordable insurance forhome contents and more,General Insurance,Bank
Liberty,AmBank,Home,Householder Plus,A specially tailored insurancecoverage for your householdgoods and personal effects,General Insurance,Bank
Liberty,AmBank,Home,Houseowner & Householder,Better protectionfor happier homes ,General Insurance,Bank
Liberty,AmBank,Fire,Fire Insurance,Get your property covered against fire-related financial losses,General Insurance,Bank
Liberty,AmBank,Fire,Fire365 ,More than just fire protection at a great price,General Insurance,Bank
Liberty,AmBank,Misc.,Flexi SME 365,Get the most flexible protection to match your business needs ,General Insurance,Bank
AmMetLife,AmBank,Life,WealthInspire,"Let time do the work for you in saving up for your life goals, all while you enjoy life protection. With 15 years of coverage for Death and Total & Permanent Disability (TPD), WealthInspire offers you Guaranteed Cash Payment of up to 12% p.a. of Initial Sum Assured as well as an increasing Guaranteed Cash Payment Booster at the end of every three years. In addition, WealthInspire comes with a hassle-free enrolment that just needs a 3-year premium payment term.",Life Insurance,Bank
AmMetLife,AmBank,Investment,ProtectSecure,"Secure your future with ProtectSecure, a plan designed to bring together the best of protection and investment benefits. So even if unexpected circumstances such as death, Total and Permanent Disability (TPD) or critical illnesses happen, rest assured that you and your loved ones will still be well taken care of.",Life Insurance,Bank
AmMetLife,AmBank,Life,ProtectSecure Prime,"With ProtectSecure Prime, a traditional non-participating limited premium payment whole life plan, we protect you with 2x the coverage from policy year 11 to the end of policy year of age 61 (next birthday) to ensure that you and your family are financially secured should an unfortunate event happen.",Life Insurance,Bank
AmMetLife,AmBank,Life,i.Am Wealth Creator,"Create a lasting legacy for generations to come with i.Am Wealth Creator. Designed to preserve your wealth and values throughout life's various stages, this plan provides a minimum coverage of RM500,000 against Death and Total and Permanent Disability (TPD), along with an additional coverage of up to 300% of the Basic Sum Assured (BSA) if you pass away due to an accident. Enhanced with Wealth Maximiser, Protection Maximiser, Maturity Booster, and Accidental Death Benefit, it ensures financial security for your family and loved ones. Moreover, i.Am Wealth Creator offers flexibility in preferred payment and coverage length to suit your financial preferences, allowing you to enjoy life now while safeguarding your future",Life Insurance,Bank
AmMetLife,AmBank,Life,i.Am Wealth Achiever,"i.Am Wealth Achiever is designed to empower you to realize your life aspirations. With 20 years exceptional coverage against Death and Total and Permanent Disability (TPD), i.Am Wealth Achiever provides increasing Loyalty Rewards of up to 28% every 5 policy years until the 15th policy year, Maturity Benefit of 688% of your Basic Sum Assured, and a potential upside of Booster Fund. In addition, i.Am Wealth Achiever comes with guaranteed acceptance requiring only a 5-year premium payment term.",Life Insurance,Bank
AmMetLife,AmBank,Property,Mortgage Reducing Term Assurance (MRTA),MRTA comes with the following attractive benefits & features:,Life Insurance,Bank
AmMetLife,AmBank,Investment,WealthEnrich,WealthEnrich is designed to give you a head start in crafting your personalised legacy plan. The investment-linked insurance plan provides protection against death and Total & Permanent Disability (TPD) with only a short 3-year premium payment term while rewarding you with loyalty bonuses and allowing you the flexibility of switching between funds.,Life Insurance,Bank
AmMetLife,AmBank,Life,WealthSecure Smart,WealthSecure Smart is a non-participating limited premium payment endowment plan that helps you build your wealth while protecting you from the financial hardship of unforeseen events.,Life Insurance,Bank
AmMetLife,AmBank,Life,WealthSecure Max,You now have the power to secure your future the hassle-free way with WealthSecure Max. This affordable non-participating plan comes with limited premium. It is an endowment plan with guaranteed cash payment designed. It is specially designed to provide protection and help you save for a brighter future.,Life Insurance,Bank
AmMetLife,AmBank,Life,Reducing Term Assurance Plus,"Reducing Term Assurance Plus, a traditional single premium non-participating reducing term assurance plan, where the reducing sum assured will be payable to offset the outstanding balances that you may have on your business loan in the event of death or TPD.",Life Insurance,Bank
AmMetLife,AmBank,Property,Mortgage Level Term Assurance,"You finally own the house of your dreams. Your next thought would be to perfect your home and provide your loved ones with the financial security they deserve. With Mortgage Level Term Assurance by AmMetLife, you can now safeguard your family with a home complete with protection and comfort to give you peace of mind.",Life Insurance,Bank
Syarikat Takaful,Bank Islam,Liability,Automobile Financing Takaful Plan,"Automobile Financing Takaful Plan


Financial protection for your vehicle in the event of death or disability



LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,Liability,Group Credit Family Takaful,"Group Credit Family Takaful


Monetary protection for your personal financing in the event of death or disability



LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,H&P,Takaful myPA Care,"Takaful myPA Care


We got you covered with a minimum annual contribution



LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,"Life, Savings",Takaful mySmart Wealth Plus,"Takaful mySmart Wealth Plus




LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,Fire,Takaful myFire,"Takaful myFire


Protect your property loss against fire



LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,Home,Takaful myHome Content,"Takaful myHome Content


Your furniture, your household, we cover them all



LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,Home,Takaful myHouseowners & Householders,"Takaful myHouseowners & Householders


Coverage for your home structure and its contents



LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,Home,Mortgage Term Takaful,"Mortgage Term Takaful


Rest assured knowing that we’ll pay off your outstanding finance



LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,Motor,Takaful myMotor,"Takaful myMotor


Coverage in your every drive



LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,H&P,Takaful myClick PA,"Takaful myClick PA




LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,H&P,Takaful myElite PA (Telemarketing),"Takaful myElite PA (Telemarketing)


Coverage anywhere. Worldwide



LEARN MORE",General Takaful,Bank
Syarikat Takaful,Bank Islam,Investment,Takaful myWealth Plus,"Takaful myWealth Plus




LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Islam,H&P,Takaful myPlus PA (Telemarketing),"Takaful myPlus PA (Telemarketing)




LEARN MORE",General Takaful,Bank
Syarikat Takaful,Bank Islam,Life,Takaful GPA Bank Islam,"Takaful GPA Bank Islam




LEARN MORE",General Takaful,Bank
Syarikat Takaful,Bank Islam,Travel,Takaful myClick Travel PA,"Takaful myClick Travel PA




LEARN MORE",Family Takaful,Bank
Syarikat Takaful,Bank Rakyat,Liability,Decreasing Term Takaful (DTT),"Wealth Management 
Decreasing Term Takaful (DTT)
Features
Exclusively offered to Personal Financing-i customers of Bank Rakyat.

Designed to cover the Personal Financing-i balance in the event of death or total permanent disability (TPD) due to any causes.
Releasing family members from financial burden in case of unfortunate event.
Contribution subject to the amount of financing, tenure, age & profit rate.
Benefits
Covering up to RM200,000 of the Personal Financing-i balance.

Lump sum payment by Takaful Operator for the balance of Personal Financing-i in the event of death or TPD on the person covered.
Total sum covered will be consistent with the reducing balance of Personal Financing-i payment schedule.
Lump sum contribution can be paid by the customer or financed by Bank Rakyat.
If the Personal Financing-i account settled earlier, the certificate can be surrendered for cash value.
Offer surplus sharing (if any) to participant at the end of certificate period.
Eligibility
Personal Financing-i with Bank Rakyat only.

Malaysian Citizen.
Aged between 18 to 64.
Automatic acceptance for sum covered from RM10,000 to RM200,000.
Coverage term from 1 year to 10 years.
Download
Product disclosure sheet





For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.

*Terms and conditions apply.",Family Takaful,Bank
Takaful Ikhlas,Bank Rakyat,Fire,Fire and Houseowner Takaful,"Wealth Management 
Fire and Houseowner Takaful
Features
Provides coverage against losses and/or damages to residential/commercial properties due to fire, lightning or any perils mentioned in takaful certificate.

The houseowners takaful also covers garage, outbuildings, walls, gates and fences around your property, as well as permanent fixtures and fittings.
Contribution calculated based on the type of property.
Duration of coverage is one year, certificate will be renewed by the bank for customers of Home Financing-i with Bank Rakyat.
Benefits
Cover losses or damages to the building by any of the following perils:
Fire, lightning, thunderbolt, subterranean, fire

Explosion.
Aircraft damage and other aerial devices and/or articles dropped.
Impact damage by road vehicles or animals
Bursting or overflowing of domestic water tanks, apparatus or pipes
Theft by forcible and violent entry or exit
Hurricane, cyclone, typhoon, or windstorm
Flood
Earthquake and volcanic eruption
Coverage can also be extended to the following perils, subject to additional payment:
Subsidence or landslip

Riot, strike or malicious damage
Eligibility
Malaysian Citizen

Aged 18 and above
Owner of the residential/commercial property
Download
Product disclosure sheet




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.

*Terms and conditions apply.",General Takaful,Bank
Takaful Ikhlas,Bank Rakyat,Liability,Hire Purchase Reducing Term Takaful (HPRTT),"Wealth Management
Hire Purchase Reducing Term Takaful (HPRTT)
Features
Exclusively offered to Hire Purchase-i customers of Bank Rakyat.

Designed to cover the Hire Purchase-i balance in the event of death or total permanent disability (TPD) due to any causes.
Releasing family members from financial burden in case of unfortunate event.
If any unfortunate event of untimely death or TPD, the balance of the Hire Purchase-i with Bank Rakyat will be covered by takaful operator.
Contribution subject to the sum covered and underwriting.
Benefits
Covering up to RM200,000 of the Hire Purchase-i balance.

Lump sum payment by takaful operator for the balance of Hire Purchase-i financing in the event of death or TPD on the person covered.
Total sum covered will be consistent with the reducing balance of Hire Purchase-i payment schedule.
Lump sum contribution can be paid by the customer or financed by Bank Rakyat (for Al Naqlu 2 only).
If the Hire Purchase-i account settled earlier, the certificate can be surrendered for cash value.
Offer surplus sharing (if any) to participant at the end of certificate period.
Eligibility
Hire Purchase-i with Bank Rakyat.

Malaysian Citizen.
Aged between 18 to 65.
Coverage term from 1 year to 9 years, whichever comes first.
Automatic acceptance for sum covered from RM10,000 to RM200,000.
Download
Product disclosure sheet





For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.

*Terms and conditions apply.",General Takaful,Bank
"Takaful Ikhlas, Syarikat Takaful",Bank Rakyat,Home,Mortgage Reducing Term Takaful (MRTT),"Wealth Management
Mortgage Reducing Term Takaful (MRTT)
Features
Exclusively offered to Home Financing-i customers of Bank Rakyat.

Designed to cover the Home Financing-i balance by Takaful Operator in the event of death or total permanent disability (TPD) due to any causes.
Releasing family members from financial burden in case of unfortunate event.
Benefits
Covering up to RM3,000,000 of the Home Financing-i balance.

Lump sum payment by Takaful Operator for the balance of Home Financing-i in the event of death or TPD on the person covered.
Total sum covered will be consistent with the reducing balance of Home Financing-i payment schedule.
Lump sum contribution can be paid by the customer or financed by Bank Rakyat.
Customers has option to enrol for MRTT plan from the following Takaful Operator:
Takaful Ikhlas Family Berhad
Syarikat Takaful Malaysia Keluarga Berhad
Sun Life Malaysia Takaful Berhad
If the Home Financing-i account settled earlier, the certificate can be surrendered for cash value.
Offer surplus sharing (if any) to participant at the end of certificate period.
Eligibility
Home Financing-i with Bank Rakyat only.

Malaysian Citizen.
Aged between 18 to 65.
Sum covered from RM10,000 to RM3,000,000, subject to underwriting approval.
Maximum coverage term of 35 years.
Download
Product disclosure sheet




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.


*Terms and conditions apply.",Family Takaful,Bank
"Takaful Ikhlas, Etiqa, Syarikat Takaful",Bank Rakyat,Motor,Motor Takaful,"Wealth Management
Motor Takaful
Features
Provides coverage against liabilities to other parties for injury or death, damage to other parties’ property, theft of covered vehicle and accidental or fire damage to the vehicle.
Customers has option to enrol for motor takaful plan from the following Takaful Operator:
Syarikat Takaful Am Malaysia Berhad
Takaful Ikhlas General Berhad
Etiqa General Takaful Berhad – Easy and quick process by scanning the QR Code:




Benefits

Motor Takaful provides coverage on:

Loss or damage to own vehicle due to fire, theft, or accident.

Third party bodily injury and death.
Third party property loss or damage.

Subject to additional payment, Motor Takaful coverage can be extended to:

Windscreen damage
Passenger liability
Damage arising from flood storm, landslide or other convulsions of nature
Vehicle accessories
Smart key replacement
Car re-spray
Eligibility

Aged 18 and above

Owner of the subjected vehicle
Download

Product disclosure sheet
Frequently asked question (FAQ)




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.


*Terms and conditions appl",General Takaful,Bank
Takaful Ikhlas,Bank Rakyat,H&P,Takaful Amani,"Wealth Management
Takaful Amani
Features
Takaful Amani is a protection scheme which provides monetary compensation in the events of death or permanent disability on the injuries caused solely and directly by accidents.

As low as RM0.14 cents a day depending on the selected available plan which provide comprehensive coverage with affordable plans options.
Provides 24 hours protection a day, 365 days a year of coverage worldwide
Benefits

Takaful Amani provide the benefits as below:

BENEFITPLAN A (RM)PLAN B (RM)PLAN C (RM)Death150,000100,00050,000Permanent Disablement150,000100,00050,000Double Indemnity in the event of Death /Total Permanent Disablement While in Public Transport300,000200,000100,000Double Indemnity in the event of Death /Total Permanent Disablement While Performing Hajj or Umrah300,000200,000100,000Purchase of Orthopaedic Equipment1,5001,000500Funeral Expenses6,0004,0002,000Badal Hajj/Waqf1,5001,5001,500Medical Expenses (Limit per year)6,0004,0002,000Snatch Theft400300200Ambulance Fee (Limit per year)600400200Hospital Allowance (min 2 days, max 30 days)150/day100/day50/day Annual Contribution (incl. 8% SST)162.00108.0054.00
Privileges
Affordable plan with simple and easy registration process

Coverage effective immediately, 24 hours protection worldwide
Automatic renewal via auto debit or credit card (optional)
Health examination is not required
Payment by cash/money transfer
Same contribution for male and female
Renewal age up to 74 years old
Eligibility
Open to all Nationality, Malaysian and Non-Malaysian

Bank Rakyat's customers between the age of 15 days to 69 years old
For those aged between 65 to 74 years old, approval is based on individual evaluation and case-to-case basis.
Coverage includes uniformed personnel (police, military, firefighter, etc), but only effective outside of working hours
Underwriting by Takaful Ikhlas General Berhad
Download
Product disclosure sheet




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.


*Terms and conditions apply.",General Takaful,Bank
Takaful Ikhlas,Bank Rakyat,Life,Takaful Amani Didik,"Wealth Management
Takaful Amani Didik
Features
Takaful Amani Didik is a regular contribution takaful plan, which provides a means for parents to prepare educations funds for their children and at the same time designed to provide protection in the event of death or total permanent disability (TPD) of the person covered before the maturity of the takaful certificate

Participant funds will be invested based on Syariah principle
A lump sum payment will be paid in the event of death or total permanent disability (TPD) up to RM150,000
Contributor will enjoy tax relief subject to the sole decision of Lembaga Hasil Dalam Negeri (LHDN)
Benefits

Takaful Amani Didik provide the benefits as below:

Amount of coverage from RM10,000 to RM150,000
Exam Excellence Award of RM100 for UPSR, PT3, SPM, STAM or SPM (Certificate aged minimum of three years)
Coverage include parents and child
Contributions is subject to term of coverage, entry age and amount of coverage
Privileges
24 hours worldwide coverage

Hassle free and affordable monthly contributions via simple auto debit, credit card and internet banking
Only available at Bank Rakyat branches (Please refer to Service Guide)
Cash withdrawal is allowed subject to terms and conditions
Surrender Benefit, amount accumulated in the participant fund, inclusive of investment income and net distributable surplus from the Risk Fund, if any, is payable upon the surrender of the Takaful Certificate after deducting the administration fee up to RM 50
Underwritten by Takaful Ikhlas Family Berhad, a takaful company under Permodalan Nasional Berhad (PNB)
Eligibility
Malaysian citizen

Person covered from 30 days old to 12 years old, while participant age from 18 years old to 60 years old
Under this certificate, the child is the person Covered while the parent/legal guardian is the participant (certificate holder)
Underwriting by Takaful Ikhlas Family Berhad
Download
Product disclosure sheet




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.


*Terms and conditions apply.",Family Takaful,Bank
Takaful Ikhlas,Bank Rakyat,Savings,Takaful Amani Plus,"Wealth Management
Takaful Amani Plus
Features
Introduced by Bank Rakyat exclusively for the bank’s customers to provide financial security in the event of death / disability (TPD) due to natural causes and accidental losses at anytime and anywhere in the world

Accidental losses refer to compensation in the event of injuries, disability or death caused solely by violent, accidental, external and visible events. The disaster must be solely caused by accident, subject to the exclusions
Death/TPD due to natural causes refer to the consequences of illness or are not caused by accidents subject to exclusions
Benefits

Takaful Amani Plus provide the benefits as below:

TAKAFUL BENEFITSPLAN A (RM)PLAN B (RM)PLAN C (RM)Death/Total and Permanent Disability (TPD) due to Natural Causes30,00020,00010,000Critical Illness (Accelerated Benefit)15,00010,0005,000Immediate Death Expenses due to Natural Causes3,0002,0001,000Badal Hajj (if death due to Natural Causes)1,5001,5001,500Death/Permanent Disablement due to Accident150,000100,00050,000Double Indemnity in the event of Death / Total Permanent Disablement While in Public Transport300,000200,000100,000Double Indemnity in the event of Death / Total Permanent Disablement While Performing Hajj or Umrah300,000200,000100,000Purchase of Orthopaedic Equipment due to Accident1,5001,000500Funeral Expenses due to Accidental Death6,0004,0002,000Badal Hajj/ Waqf due to Accidental Death1,5001,5001,500Medical Expenses (Limit per year) due to Accident6,0004,0002,000Snatch Theft400300200Ambulance Fee (Limit per year) due to Accident600400200Hospital Allowance (min 2 days, max 30 days) due to Accident150/day100/day50/dayAnnual Contribution (incl. 8% SST)263.00177.0091.00
Privileges
Three comprehensive plans

As low as RM0.25 per day
24-hour worldwide coverage
Easy subscription at all Bank Rakyat branches
Total coverage due to accident and natural causes
Automatic renewal (Bank Rakyat account holder)
Lump sum Takaful benefit pay-out of up to RM154,500
For Non-Muslim, the benefit of Badal Hajj will be paid as an extra benefit to Funeral Expenses/ Immediate Death Expenses
Eligibility
Malaysian citizen

Bank Rakyat's customers between the age of 7 years old to 60 years old (Age next birthday)
Coverage includes uniformed personnel (police, military, fire-fighter, etc), but only effective outside of working hours
Underwriting by Takaful Ikhlas Family Berhad and Takaful Ikhlas General Berhad
Download
Product disclosure sheet




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.


*Terms and conditions apply.","Family Takaful, General Takaful",Bank
Etiqa,Bank Rakyat,H&P,Takaful Buddy PA Crime Shield,"Wealth Management
Takaful Buddy PA Crime Shield
Features
This product is a personal accident plan which provides benefits in the event of loss or injury due to crime, in addition to a basic benefit for death and permanent disability due to an accident.

Fast and easy - Just 3 easy steps to renew.
Scan the QR Code > Registration > Payment
Benefits

Takaful Buddy PA provides coverage on:

Death or Permanent Disability

Medical Expenses
Crime-related Loss or Damage
ATM cash withdrawal
Snatch theft
Kidnap/Abduction
Recovery expenses
Medical in hospital expenses for room and board
Medical in hospital expenses for other than room and board
Medical outpatient expenses
Road ambulance fee
Eligibility
Participant is a Malaysian citizen or permanent resident (adult and child)

Participant age must from 18 years old and not more than 65 years old.
Child must be 45 days of age.
Certificate can be renewable on yearly basis up to 80 years and will cease when attain age 81




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.

*Terms and conditions apply.",General Takaful,Bank
